frame,file,t,p_Pa,lam_max,V_m3,V_mL,Psi_J,Psi_neg_elems,gap_m,gap_mm,gap_signed_m,punch,n_quads,n_tris
0,Ainflate_A001.vtk,0.0,0.0,1.0000000074505808,0.00039503227982060643,395.03227982060645,0.0,0,nan,nan,nan,False,17808,0
1,Ainflate_A002.vtk,0.00200071,3251.15375,1.3759642056390142,0.00047650262964304626,476.50262964304625,0.10975852943387465,0,nan,nan,nan,False,17808,0
2,Ainflate_A003.vtk,0.00400082,6501.3325,1.4965413061948303,0.00049181090287955,491.81090287954993,0.18987303909710068,0,nan,nan,nan,False,17808,0
3,Ainflate_A004.vtk,0.00600054,9750.8775,1.5532170415837476,0.0005257148932582211,525.7148932582211,0.39642765855910267,0,nan,nan,nan,False,17808,0
4,Ainflate_A005.vtk,0.00800041,13000.666249999998,1.677448891449423,0.0005502866426313525,550.2866426313525,0.6694910318992292,0,nan,nan,nan,False,17808,0
5,Ainflate_A006.vtk,0.0100008,16251.300000000001,1.8193888096152488,0.000577257475106122,577.257475106122,1.0834081294084204,0,nan,nan,nan,False,17808,0
6,Ainflate_A007.vtk,0.0120015,19502.4375,1.9297919746308074,0.0006066761415900507,606.6761415900506,1.611638229100104,0,nan,nan,nan,False,17808,0
7,Ainflate_A008.vtk,0.0140008,22751.3,2.0350807313960604,0.0006410732254108415,641.0732254108415,2.345511659898097,0,nan,nan,nan,False,17808,0
8,Ainflate_A009.vtk,0.0160009,26001.462499999998,2.147019724491456,0.0006812179662536591,681.2179662536591,3.313802482881501,0,nan,nan,nan,False,17808,0
9,Ainflate_A010.vtk,0.0180023,29253.737499999996,2.299971510884979,0.0007333045282888437,733.3045282888437,4.719751397249961,0,nan,nan,nan,False,17808,0
10,Ainflate_A011.vtk,0.0200021,32503.412499999995,2.4833505284498933,0.0008024459665037087,802.4459665037087,6.8014100807243265,0,nan,nan,nan,False,17808,0
11,Ainflate_A012.vtk,0.0220016,35752.6,2.769807119229148,0.0009082827348125267,908.2827348125268,10.340519476843337,0,nan,nan,nan,False,17808,0
12,Ainflate_A013.vtk,0.0240002,39000.325,3.291524394425465,0.0011115491981336923,1111.5491981336922,17.808886591505296,0,nan,nan,nan,False,17808,0
13,Ainflate_A014.vtk,0.0260005,42250.8125,4.9533054059089485,0.001916342999910917,1916.3429999109171,49.00843233765534,0,nan,nan,nan,False,17808,0
14,Ainflate_A015.vtk,0.027339,44425.87499999999,28.425520554595817,0.01868583251285204,18685.83251285204,516.9614733254894,0,nan,nan,nan,False,17808,0
