frame,file,t,p_Pa,lam_max,V_m3,V_mL,Psi_J,Psi_neg_elems,gap_m,gap_mm,gap_signed_m,punch,n_quads,n_tris
0,Ainflate_A001.vtk,0.0,0.0,1.0000000074505808,0.00039503226734790816,395.03226734790815,0.0,0,nan,nan,nan,False,71232,0
1,Ainflate_A002.vtk,0.00200006,3250.0975000000003,1.4731293226485427,0.0004735347901205442,473.5347901205442,0.07592873534121514,0,nan,nan,nan,False,71232,0
2,Ainflate_A003.vtk,0.00400071,6501.15375,1.5813399189074584,0.0004909124679571341,490.91246795713414,0.13653562043456122,0,nan,nan,nan,False,71232,0
3,Ainflate_A004.vtk,0.00600024,9750.389999999998,1.6939456257047527,0.0005256031060267964,525.6031060267965,0.3628496858669516,0,nan,nan,nan,False,71232,0
4,Ainflate_A005.vtk,0.0080004,13000.65,1.882378893653797,0.0005498753880980595,549.8753880980595,0.6357429994481059,0,nan,nan,nan,False,71232,0
5,Ainflate_A006.vtk,0.0100003,16250.4875,2.080028400634586,0.0005770175117821043,577.0175117821043,1.0486378756926127,0,nan,nan,nan,False,71232,0
6,Ainflate_A007.vtk,0.0120005,19500.8125,2.2308984270667147,0.0006065079369561556,606.5079369561556,1.5783127079705406,0,nan,nan,nan,False,71232,0
7,Ainflate_A008.vtk,0.0140004,22750.649999999998,2.3605981843921606,0.0006409062700041501,640.9062700041501,2.3095704494571927,0,nan,nan,nan,False,71232,0
8,Ainflate_A009.vtk,0.0160003,26000.487499999996,2.4995373565360235,0.0006810597890552864,681.0597890552864,3.2739806920049563,0,nan,nan,nan,False,71232,0
9,Ainflate_A010.vtk,0.018,29249.999999999996,2.6807060896718142,0.0007328880777382069,732.8880777382069,4.670099156825041,0,nan,nan,nan,False,71232,0
10,Ainflate_A011.vtk,0.0200003,32500.487499999996,2.905355525205788,0.0008022293309526812,802.2293309526812,6.751397782114024,0,nan,nan,nan,False,71232,0
11,Ainflate_A012.vtk,0.0220002,35750.325,3.246954610486234,0.0009082334122466352,908.2334122466352,10.283129844912379,0,nan,nan,nan,False,71232,0
12,Ainflate_A013.vtk,0.0240004,39000.65,3.8619994233294634,0.001112976193117586,1112.976193117586,17.796394492477397,0,nan,nan,nan,False,71232,0
13,Ainflate_A014.vtk,0.0260017,42252.7625,5.867156670077126,0.001938271206959332,1938.271206959332,49.70524502254045,0,nan,nan,nan,False,71232,0
14,Ainflate_A015.vtk,0.0273157,44388.0125,148.40751465301358,0.019547272602492456,19547.272602492456,667.52082428148,0,nan,nan,nan,False,71232,0
